OrderID,ProductID,UnitPrice,Quantity,Discount,ProductName,QuantityPerUnit
1,2,2462.14,10,0.2,海尔智慧家庭 智能插座 Ultra,1台/件
1,4,1791.28,7,0.05,苹果 智能空气净化器 Mini,5个/套
1,6,384.34,18,0.05,谷歌 智能体重秤 Pro,1台/箱
1,7,8756.28,20,0.15,小米 智能摄像头 Plus,1台/箱
1,9,582.87,7,0.0,LG 智能灯具 Advanced,1台/件
2,1,716.39,5,0.0,亚马逊 智能洗衣机 Lite,3个/套
2,3,2787.48,16,0.1,索尼 智能空气净化器 Standard,1套/箱
2,4,1863.13,17,0.0,苹果 智能空气净化器 Mini,5个/套
2,7,9450.12,20,0.05,小米 智能摄像头 Plus,1台/箱
2,9,571.81,10,0.0,LG 智能灯具 Advanced,1台/件
3,10,8631.67,15,0.1,西门子 智能冰箱 Elite,1个/件
4,1,744.34,4,0.15,亚马逊 智能洗衣机 Lite,3个/套
4,6,402.8,4,0.1,谷歌 智能体重秤 Pro,1台/箱
4,8,3852.49,1,0.1,华为 智能加湿器 Elite,1套/箱
4,9,615.76,13,0.05,LG 智能灯具 Advanced,1台/件
4,10,8418.7,5,0.15,西门子 智能冰箱 Elite,1个/件
5,6,388.2,14,0.05,谷歌 智能体重秤 Pro,1台/箱
6,7,9378.7,18,0.1,小米 智能摄像头 Plus,1台/箱
6,9,607.58,11,0.1,LG 智能灯具 Advanced,1台/件
7,6,382.33,3,0.15,谷歌 智能体重秤 Pro,1台/箱
7,8,3850.62,9,0.1,华为 智能加湿器 Elite,1套/箱
8,1,743.93,12,0.05,亚马逊 智能洗衣机 Lite,3个/套
8,8,3605.52,13,0.1,华为 智能加湿器 Elite,1套/箱
9,1,735.1,3,0.05,亚马逊 智能洗衣机 Lite,3个/套
9,3,2572.92,4,0.0,索尼 智能空气净化器 Standard,1套/箱
9,8,3693.9,2,0.05,华为 智能加湿器 Elite,1套/箱
10,2,2282.88,14,0.1,海尔智慧家庭 智能插座 Ultra,1台/件
10,3,2647.9,20,0.0,索尼 智能空气净化器 Standard,1套/箱
10,10,8081.45,16,0.2,西门子 智能冰箱 Elite,1个/件
11,2,2262.4,17,0.05,海尔智慧家庭 智能插座 Ultra,1台/件
11,3,2707.48,15,0.1,索尼 智能空气净化器 Standard,1套/箱
11,9,587.04,13,0.1,LG 智能灯具 Advanced,1台/件
11,10,8067.81,7,0.1,西门子 智能冰箱 Elite,1个/件
12,2,2360.94,2,0.2,海尔智慧家庭 智能插座 Ultra,1台/件
12,4,1824.63,12,0.2,苹果 智能空气净化器 Mini,5个/套
12,8,3763.99,10,0.0,华为 智能加湿器 Elite,1套/箱
12,9,572.36,12,0.1,LG 智能灯具 Advanced,1台/件
13,4,1784.97,13,0.1,苹果 智能空气净化器 Mini,5个/套
13,10,8401.77,20,0.0,西门子 智能冰箱 Elite,1个/件
14,2,2393.5,16,0.2,海尔智慧家庭 智能插座 Ultra,1台/件
14,3,2796.63,8,0.0,索尼 智能空气净化器 Standard,1套/箱
14,8,3868.08,1,0.1,华为 智能加湿器 Elite,1套/箱
14,9,602.38,9,0.05,LG 智能灯具 Advanced,1台/件
14,10,7883.44,8,0.05,西门子 智能冰箱 Elite,1个/件
15,3,2750.73,13,0.0,索尼 智能空气净化器 Standard,1套/箱
16,1,743.08,4,0.1,亚马逊 智能洗衣机 Lite,3个/套
16,10,8514.88,14,0.15,西门子 智能冰箱 Elite,1个/件
17,7,9112.76,19,0.1,小米 智能摄像头 Plus,1台/箱
17,8,3574.43,15,0.05,华为 智能加湿器 Elite,1套/箱
17,9,587.53,17,0.15,LG 智能灯具 Advanced,1台/件
17,10,8148.85,11,0.15,西门子 智能冰箱 Elite,1个/件
18,1,741.78,18,0.15,亚马逊 智能洗衣机 Lite,3个/套
18,4,1850.5,3,0.1,苹果 智能空气净化器 Mini,5个/套
19,1,734.43,5,0.2,亚马逊 智能洗衣机 Lite,3个/套
19,3,2594.76,1,0.0,索尼 智能空气净化器 Standard,1套/箱
19,10,8514.22,17,0.2,西门子 智能冰箱 Elite,1个/件
20,9,616.19,6,0.05,LG 智能灯具 Advanced,1台/件
21,1,748.06,13,0.15,亚马逊 智能洗衣机 Lite,3个/套
21,2,2343.81,8,0.0,海尔智慧家庭 智能插座 Ultra,1台/件
21,9,569.56,11,0.05,LG 智能灯具 Advanced,1台/件
21,10,7961.94,15,0.05,西门子 智能冰箱 Elite,1个/件
22,1,758.61,18,0.2,亚马逊 智能洗衣机 Lite,3个/套
22,4,1858.17,7,0.1,苹果 智能空气净化器 Mini,5个/套
22,7,9440.09,13,0.0,小米 智能摄像头 Plus,1台/箱
22,9,613.19,7,0.2,LG 智能灯具 Advanced,1台/件
22,10,8525.81,1,0.1,西门子 智能冰箱 Elite,1个/件
23,1,760.31,8,0.0,亚马逊 智能洗衣机 Lite,3个/套
23,2,2290.14,9,0.1,海尔智慧家庭 智能插座 Ultra,1台/件
23,3,2765.18,2,0.2,索尼 智能空气净化器 Standard,1套/箱
23,7,9607.2,20,0.0,小米 智能摄像头 Plus,1台/箱
24,3,2783.21,20,0.15,索尼 智能空气净化器 Standard,1套/箱
24,6,394.68,16,0.1,谷歌 智能体重秤 Pro,1台/箱
25,3,2638.21,8,0.05,索尼 智能空气净化器 Standard,1套/箱
26,4,1806.25,13,0.15,苹果 智能空气净化器 Mini,5个/套
26,6,405.72,15,0.2,谷歌 智能体重秤 Pro,1台/箱
26,7,9458.45,8,0.15,小米 智能摄像头 Plus,1台/箱
26,8,3803.32,14,0.15,华为 智能加湿器 Elite,1套/箱
26,10,7949.78,19,0.2,西门子 智能冰箱 Elite,1个/件
27,2,2279.77,3,0.1,海尔智慧家庭 智能插座 Ultra,1台/件
27,10,8448.65,3,0.05,西门子 智能冰箱 Elite,1个/件
28,1,746.87,10,0.05,亚马逊 智能洗衣机 Lite,3个/套
28,2,2333.45,6,0.15,海尔智慧家庭 智能插座 Ultra,1台/件
28,3,2615.66,20,0.0,索尼 智能空气净化器 Standard,1套/箱
28,7,8830.01,17,0.15,小米 智能摄像头 Plus,1台/箱
28,9,594.07,3,0.1,LG 智能灯具 Advanced,1台/件
29,2,2352.76,19,0.0,海尔智慧家庭 智能插座 Ultra,1台/件
29,3,2640.89,11,0.1,索尼 智能空气净化器 Standard,1套/箱
29,4,1819.62,5,0.2,苹果 智能空气净化器 Mini,5个/套
29,6,383.94,5,0.1,谷歌 智能体重秤 Pro,1台/箱
30,3,2772.05,2,0.2,索尼 智能空气净化器 Standard,1套/箱
30,6,407.76,6,0.1,谷歌 智能体重秤 Pro,1台/箱
30,7,9343.92,7,0.2,小米 智能摄像头 Plus,1台/箱
30,9,597.82,1,0.2,LG 智能灯具 Advanced,1台/件
31,4,1765.2,8,0.1,苹果 智能空气净化器 Mini,5个/套
31,6,400.37,8,0.0,谷歌 智能体重秤 Pro,1台/箱
31,7,9307.85,5,0.05,小米 智能摄像头 Plus,1台/箱
31,8,3871.26,1,0.1,华为 智能加湿器 Elite,1套/箱
32,2,2445.13,14,0.2,海尔智慧家庭 智能插座 Ultra,1台/件
32,3,2767.8,7,0.0,索尼 智能空气净化器 Standard,1套/箱
32,4,1808.04,14,0.2,苹果 智能空气净化器 Mini,5个/套
32,8,3838.56,20,0.2,华为 智能加湿器 Elite,1套/箱
33,6,373.26,4,0.1,谷歌 智能体重秤 Pro,1台/箱
33,7,9658.92,11,0.05,小米 智能摄像头 Plus,1台/箱
33,8,3623.75,9,0.0,华为 智能加湿器 Elite,1套/箱
33,9,580.43,9,0.0,LG 智能灯具 Advanced,1台/件
34,6,411.24,20,0.1,谷歌 智能体重秤 Pro,1台/箱
35,1,761.39,2,0.05,亚马逊 智能洗衣机 Lite,3个/套
35,2,2405.83,18,0.2,海尔智慧家庭 智能插座 Ultra,1台/件
35,3,2663.63,15,0.15,索尼 智能空气净化器 Standard,1套/箱
35,7,9469.31,16,0.1,小米 智能摄像头 Plus,1台/箱
35,8,3804.14,9,0.1,华为 智能加湿器 Elite,1套/箱
36,7,8894.68,9,0.2,小米 智能摄像头 Plus,1台/箱
36,9,605.26,18,0.2,LG 智能灯具 Advanced,1台/件
36,10,7953.07,13,0.05,西门子 智能冰箱 Elite,1个/件
37,1,731.79,11,0.2,亚马逊 智能洗衣机 Lite,3个/套
37,2,2417.18,20,0.0,海尔智慧家庭 智能插座 Ultra,1台/件
37,4,1841.58,14,0.0,苹果 智能空气净化器 Mini,5个/套
37,6,408.1,1,0.2,谷歌 智能体重秤 Pro,1台/箱
37,7,9181.31,15,0.0,小米 智能摄像头 Plus,1台/箱
38,2,2421.46,4,0.05,海尔智慧家庭 智能插座 Ultra,1台/件
38,10,8027.45,14,0.0,西门子 智能冰箱 Elite,1个/件
39,2,2369.7,19,0.0,海尔智慧家庭 智能插座 Ultra,1台/件
39,3,2708.67,12,0.1,索尼 智能空气净化器 Standard,1套/箱
39,4,1860.28,8,0.2,苹果 智能空气净化器 Mini,5个/套
39,8,3611.2,5,0.1,华为 智能加湿器 Elite,1套/箱
39,10,8656.03,4,0.15,西门子 智能冰箱 Elite,1个/件
40,2,2262.62,1,0.0,海尔智慧家庭 智能插座 Ultra,1台/件
40,7,8800.77,9,0.05,小米 智能摄像头 Plus,1台/箱
40,8,3899.55,15,0.2,华为 智能加湿器 Elite,1套/箱
40,9,578.85,7,0.05,LG 智能灯具 Advanced,1台/件
41,1,763.86,8,0.1,亚马逊 智能洗衣机 Lite,3个/套
41,6,393.93,8,0.2,谷歌 智能体重秤 Pro,1台/箱
41,7,9385.42,10,0.2,小米 智能摄像头 Plus,1台/箱
41,8,3648.1,16,0.05,华为 智能加湿器 Elite,1套/箱
42,1,740.58,18,0.0,亚马逊 智能洗衣机 Lite,3个/套
42,8,3823.23,16,0.2,华为 智能加湿器 Elite,1套/箱
42,10,8624.89,5,0.1,西门子 智能冰箱 Elite,1个/件
43,9,591.56,6,0.2,LG 智能灯具 Advanced,1台/件
43,10,7935.57,18,0.2,西门子 智能冰箱 Elite,1个/件
44,1,705.74,9,0.15,亚马逊 智能洗衣机 Lite,3个/套
44,6,401.96,1,0.05,谷歌 智能体重秤 Pro,1台/箱
44,9,591.63,9,0.0,LG 智能灯具 Advanced,1台/件
44,10,8652.52,19,0.0,西门子 智能冰箱 Elite,1个/件
45,3,2780.2,17,0.1,索尼 智能空气净化器 Standard,1套/箱
45,4,1797.55,14,0.2,苹果 智能空气净化器 Mini,5个/套
45,6,376.83,9,0.1,谷歌 智能体重秤 Pro,1台/箱
46,1,713.11,8,0.15,亚马逊 智能洗衣机 Lite,3个/套
46,9,574.73,1,0.0,LG 智能灯具 Advanced,1台/件
47,4,1821.9,16,0.1,苹果 智能空气净化器 Mini,5个/套
47,7,9392.14,3,0.15,小米 智能摄像头 Plus,1台/箱
47,8,3786.98,5,0.0,华为 智能加湿器 Elite,1套/箱
47,10,8147.42,12,0.05,西门子 智能冰箱 Elite,1个/件
48,2,2374.68,3,0.1,海尔智慧家庭 智能插座 Ultra,1台/件
48,4,1863.0,15,0.2,苹果 智能空气净化器 Mini,5个/套
48,9,595.36,8,0.15,LG 智能灯具 Advanced,1台/件
49,7,9212.51,12,0.2,小米 智能摄像头 Plus,1台/箱
49,9,568.71,11,0.15,LG 智能灯具 Advanced,1台/件
49,10,8119.17,14,0.15,西门子 智能冰箱 Elite,1个/件
50,1,695.9,7,0.2,亚马逊 智能洗衣机 Lite,3个/套
50,3,2751.68,14,0.05,索尼 智能空气净化器 Standard,1套/箱
50,4,1732.58,2,0.05,苹果 智能空气净化器 Mini,5个/套
50,7,9159.93,11,0.15,小米 智能摄像头 Plus,1台/箱
50,10,8047.06,18,0.15,西门子 智能冰箱 Elite,1个/件
51,3,2722.26,16,0.15,索尼 智能空气净化器 Standard,1套/箱
52,1,763.74,1,0.05,亚马逊 智能洗衣机 Lite,3个/套
52,2,2358.08,2,0.05,海尔智慧家庭 智能插座 Ultra,1台/件
52,3,2702.57,8,0.05,索尼 智能空气净化器 Standard,1套/箱
52,6,397.4,12,0.1,谷歌 智能体重秤 Pro,1台/箱
52,8,3576.63,17,0.05,华为 智能加湿器 Elite,1套/箱
53,2,2280.55,2,0.15,海尔智慧家庭 智能插座 Ultra,1台/件
53,3,2760.65,3,0.2,索尼 智能空气净化器 Standard,1套/箱
53,7,9113.56,4,0.05,小米 智能摄像头 Plus,1台/箱
53,8,3751.66,7,0.1,华为 智能加湿器 Elite,1套/箱
53,10,8270.91,16,0.05,西门子 智能冰箱 Elite,1个/件
54,4,1804.81,17,0.0,苹果 智能空气净化器 Mini,5个/套
54,6,409.23,12,0.05,谷歌 智能体重秤 Pro,1台/箱
54,8,3675.55,13,0.05,华为 智能加湿器 Elite,1套/箱
54,9,562.06,2,0.0,LG 智能灯具 Advanced,1台/件
55,4,1792.81,10,0.2,苹果 智能空气净化器 Mini,5个/套
55,6,390.73,7,0.2,谷歌 智能体重秤 Pro,1台/箱
55,8,3722.59,20,0.15,华为 智能加湿器 Elite,1套/箱
55,9,596.7,10,0.0,LG 智能灯具 Advanced,1台/件
55,10,8362.73,20,0.0,西门子 智能冰箱 Elite,1个/件
56,1,747.74,11,0.0,亚马逊 智能洗衣机 Lite,3个/套
56,2,2320.26,17,0.2,海尔智慧家庭 智能插座 Ultra,1台/件
56,6,379.88,20,0.05,谷歌 智能体重秤 Pro,1台/箱
56,10,8082.83,20,0.1,西门子 智能冰箱 Elite,1个/件
57,1,695.53,11,0.15,亚马逊 智能洗衣机 Lite,3个/套
57,2,2309.64,15,0.1,海尔智慧家庭 智能插座 Ultra,1台/件
57,3,2739.69,19,0.0,索尼 智能空气净化器 Standard,1套/箱
57,8,3784.28,19,0.15,华为 智能加湿器 Elite,1套/箱
58,4,1795.03,19,0.0,苹果 智能空气净化器 Mini,5个/套
58,6,391.79,16,0.1,谷歌 智能体重秤 Pro,1台/箱
58,9,572.19,8,0.0,LG 智能灯具 Advanced,1台/件
58,10,8655.67,7,0.15,西门子 智能冰箱 Elite,1个/件
59,2,2394.22,6,0.15,海尔智慧家庭 智能插座 Ultra,1台/件
60,7,9285.36,3,0.1,小米 智能摄像头 Plus,1台/箱
60,8,3648.05,4,0.1,华为 智能加湿器 Elite,1套/箱
61,1,746.12,14,0.2,亚马逊 智能洗衣机 Lite,3个/套
61,2,2295.86,1,0.05,海尔智慧家庭 智能插座 Ultra,1台/件
61,4,1866.77,15,0.1,苹果 智能空气净化器 Mini,5个/套
61,8,3763.55,11,0.2,华为 智能加湿器 Elite,1套/箱
61,10,7977.1,18,0.0,西门子 智能冰箱 Elite,1个/件
62,4,1796.07,16,0.2,苹果 智能空气净化器 Mini,5个/套
62,7,9509.61,3,0.05,小米 智能摄像头 Plus,1台/箱
63,4,1857.98,7,0.2,苹果 智能空气净化器 Mini,5个/套
63,6,382.43,6,0.05,谷歌 智能体重秤 Pro,1台/箱
63,7,9459.94,1,0.05,小米 智能摄像头 Plus,1台/箱
63,9,563.09,3,0.1,LG 智能灯具 Advanced,1台/件
64,2,2273.9,16,0.0,海尔智慧家庭 智能插座 Ultra,1台/件
64,3,2808.54,14,0.2,索尼 智能空气净化器 Standard,1套/箱
64,10,8671.18,8,0.05,西门子 智能冰箱 Elite,1个/件
65,2,2385.14,2,0.15,海尔智慧家庭 智能插座 Ultra,1台/件
65,3,2711.43,19,0.05,索尼 智能空气净化器 Standard,1套/箱
65,7,8749.17,2,0.1,小米 智能摄像头 Plus,1台/箱
65,9,590.18,14,0.1,LG 智能灯具 Advanced,1台/件
65,10,7931.64,7,0.15,西门子 智能冰箱 Elite,1个/件
66,3,2699.73,4,0.2,索尼 智能空气净化器 Standard,1套/箱
66,8,3707.63,3,0.1,华为 智能加湿器 Elite,1套/箱
67,8,3876.41,19,0.15,华为 智能加湿器 Elite,1套/箱
67,10,8179.81,18,0.0,西门子 智能冰箱 Elite,1个/件
68,3,2678.19,1,0.2,索尼 智能空气净化器 Standard,1套/箱
69,3,2799.0,14,0.1,索尼 智能空气净化器 Standard,1套/箱
69,4,1765.46,9,0.05,苹果 智能空气净化器 Mini,5个/套
69,8,3617.5,8,0.2,华为 智能加湿器 Elite,1套/箱
70,1,708.29,3,0.05,亚马逊 智能洗衣机 Lite,3个/套
70,4,1834.89,4,0.0,苹果 智能空气净化器 Mini,5个/套
70,6,410.68,14,0.15,谷歌 智能体重秤 Pro,1台/箱
70,7,9414.17,13,0.0,小米 智能摄像头 Plus,1台/箱
70,9,607.34,12,0.2,LG 智能灯具 Advanced,1台/件
71,9,591.75,6,0.2,LG 智能灯具 Advanced,1台/件
71,10,8498.46,20,0.05,西门子 智能冰箱 Elite,1个/件
72,6,408.56,13,0.2,谷歌 智能体重秤 Pro,1台/箱
72,9,577.92,4,0.2,LG 智能灯具 Advanced,1台/件
73,3,2657.2,1,0.1,索尼 智能空气净化器 Standard,1套/箱
74,4,1886.5,2,0.2,苹果 智能空气净化器 Mini,5个/套
74,6,373.28,3,0.1,谷歌 智能体重秤 Pro,1台/箱
74,7,9147.12,2,0.2,小米 智能摄像头 Plus,1台/箱
74,10,7921.22,2,0.2,西门子 智能冰箱 Elite,1个/件
75,6,389.53,15,0.1,谷歌 智能体重秤 Pro,1台/箱
75,10,8268.13,12,0.15,西门子 智能冰箱 Elite,1个/件
76,2,2465.97,16,0.2,海尔智慧家庭 智能插座 Ultra,1台/件
76,3,2731.8,9,0.05,索尼 智能空气净化器 Standard,1套/箱
76,7,9238.94,5,0.0,小米 智能摄像头 Plus,1台/箱
76,10,8694.66,10,0.15,西门子 智能冰箱 Elite,1个/件
77,6,374.71,15,0.2,谷歌 智能体重秤 Pro,1台/箱
77,7,9095.72,16,0.05,小米 智能摄像头 Plus,1台/箱
77,9,589.34,1,0.15,LG 智能灯具 Advanced,1台/件
78,6,401.94,19,0.2,谷歌 智能体重秤 Pro,1台/箱
78,9,616.0,12,0.05,LG 智能灯具 Advanced,1台/件
79,7,9390.35,1,0.0,小米 智能摄像头 Plus,1台/箱
79,8,3756.43,13,0.2,华为 智能加湿器 Elite,1套/箱
80,4,1753.92,13,0.2,苹果 智能空气净化器 Mini,5个/套
80,9,578.46,8,0.0,LG 智能灯具 Advanced,1台/件
81,9,602.84,7,0.0,LG 智能灯具 Advanced,1台/件
81,10,8469.68,8,0.2,西门子 智能冰箱 Elite,1个/件
82,1,719.99,12,0.1,亚马逊 智能洗衣机 Lite,3个/套
82,3,2778.42,6,0.0,索尼 智能空气净化器 Standard,1套/箱
82,9,577.99,3,0.05,LG 智能灯具 Advanced,1台/件
82,10,8299.68,9,0.1,西门子 智能冰箱 Elite,1个/件
83,1,708.14,10,0.2,亚马逊 智能洗衣机 Lite,3个/套
83,9,585.26,13,0.1,LG 智能灯具 Advanced,1台/件
84,4,1825.31,10,0.0,苹果 智能空气净化器 Mini,5个/套
84,6,411.74,6,0.05,谷歌 智能体重秤 Pro,1台/箱
84,8,3884.73,15,0.15,华为 智能加湿器 Elite,1套/箱
85,1,698.26,14,0.05,亚马逊 智能洗衣机 Lite,3个/套
85,2,2357.94,8,0.05,海尔智慧家庭 智能插座 Ultra,1台/件
85,4,1814.54,12,0.2,苹果 智能空气净化器 Mini,5个/套
85,8,3721.24,11,0.2,华为 智能加湿器 Elite,1套/箱
85,10,8242.05,11,0.1,西门子 智能冰箱 Elite,1个/件
86,3,2592.85,12,0.05,索尼 智能空气净化器 Standard,1套/箱
87,3,2635.86,8,0.0,索尼 智能空气净化器 Standard,1套/箱
87,9,575.28,3,0.15,LG 智能灯具 Advanced,1台/件
88,3,2614.72,14,0.1,索尼 智能空气净化器 Standard,1套/箱
88,7,9370.08,18,0.05,小米 智能摄像头 Plus,1台/箱
89,1,740.35,19,0.0,亚马逊 智能洗衣机 Lite,3个/套
90,3,2595.9,3,0.05,索尼 智能空气净化器 Standard,1套/箱
90,4,1881.33,15,0.05,苹果 智能空气净化器 Mini,5个/套
90,7,9467.16,1,0.1,小米 智能摄像头 Plus,1台/箱
91,4,1727.48,17,0.05,苹果 智能空气净化器 Mini,5个/套
91,8,3718.8,15,0.0,华为 智能加湿器 Elite,1套/箱
91,9,597.72,19,0.15,LG 智能灯具 Advanced,1台/件
91,10,8261.11,12,0.15,西门子 智能冰箱 Elite,1个/件
92,1,747.06,19,0.0,亚马逊 智能洗衣机 Lite,3个/套
93,1,744.74,7,0.2,亚马逊 智能洗衣机 Lite,3个/套
93,2,2426.58,19,0.05,海尔智慧家庭 智能插座 Ultra,1台/件
94,1,716.57,17,0.15,亚马逊 智能洗衣机 Lite,3个/套
94,2,2456.3,11,0.2,海尔智慧家庭 智能插座 Ultra,1台/件
94,9,567.03,8,0.2,LG 智能灯具 Advanced,1台/件
94,10,8103.05,7,0.1,西门子 智能冰箱 Elite,1个/件
95,1,719.85,14,0.2,亚马逊 智能洗衣机 Lite,3个/套
95,3,2812.05,12,0.0,索尼 智能空气净化器 Standard,1套/箱
95,6,395.61,20,0.1,谷歌 智能体重秤 Pro,1台/箱
95,7,8814.17,18,0.15,小米 智能摄像头 Plus,1台/箱
96,2,2333.87,16,0.15,海尔智慧家庭 智能插座 Ultra,1台/件
96,7,8971.56,8,0.2,小米 智能摄像头 Plus,1台/箱
97,1,702.41,13,0.1,亚马逊 智能洗衣机 Lite,3个/套
98,6,393.98,14,0.2,谷歌 智能体重秤 Pro,1台/箱
98,7,9025.52,2,0.2,小米 智能摄像头 Plus,1台/箱
98,8,3756.86,20,0.15,华为 智能加湿器 Elite,1套/箱
98,10,8119.92,16,0.05,西门子 智能冰箱 Elite,1个/件
99,1,752.21,9,0.05,亚马逊 智能洗衣机 Lite,3个/套
99,2,2312.78,15,0.0,海尔智慧家庭 智能插座 Ultra,1台/件
99,4,1788.32,19,0.05,苹果 智能空气净化器 Mini,5个/套
100,4,1785.9,9,0.2,苹果 智能空气净化器 Mini,5个/套
100,6,375.47,18,0.05,谷歌 智能体重秤 Pro,1台/箱
100,8,3887.49,4,0.15,华为 智能加湿器 Elite,1套/箱
100,10,8365.37,13,0.2,西门子 智能冰箱 Elite,1个/件
